"year","recipient_code","to_di_id","flow_code","category","finance_type","aid_type","usd_disbursement","short_description","purpose_code","sector_code","channel_code","long_description","ftc","pba","budget_or_transaction","budget_type","iati_identifier","donor_code","from_di_id"
2010,730,"CN",,,,"C01",164591.3038,"CN Xining Flood and Watershed Mgmt",140,14022,,"The development objective of the Xining Flood and Watershed Management Project for China is to improve the protection of property and safety of people from flood events and bring about sustainable utilization of land and water resources within Xining Municipality. This project paper introduces the following changes in the project: (a) changes in project activities; (b) change in project costs, and reallocation of loan proceeds; (c) change in project monitoring indicators; and (d) extension of the closing date. The restructuring is required since the project was appraised in 2008, and Xining City has experienced very fast economic growth and social transformation since. As a result, a number of domestic plans and programs have been implemented that financed some of the priority activities identified in the project. The purpose of the restructuring, therefore, is to allow the loan to be fully utilized and achieve all the development objective of the project during the remaining implementation period.","False","False","Budget",2,"44000-P101829",905,"ida"
2014,89,"89",10,,110,"C01",26.114188536,"Private Sector Development Programme",311,31110,,,"False","False","Transaction",,"DK-1-159997-22968",3,"DK"
2017,431,"BR",,,,"C01",64715,"BR MST Federal Integrated Water Sector",311,31140,,"The development objective of the Federal Integrated Water Sector Project for Brazil is to support the Government of Brazil to improve the coordination and strengthen the capacity among key federal institutions in the water sector toward an integrated approach. The restructuring will bring following changes: (a) partial cancellation of loan proceeds; (b) changes in the scope, activities, and costs; (c) the reallocation of funds among components; (d) revision of the results framework; (e) modification to the disbursement estimates; (f) adjustment of the institutional arrangements; and (g) a twenty-two-month extension of the original loan closing date from December 31, 2016 to October 31, 2018. The restructuring is necessary to ensure that: the project responds to the Government's strategic priorities, including activities aimed at mitigating the effects of the current water crisis in the Northeast and Southeast regions; expected impacts of such activities are duly reflected in the indicators; and sufficient time is provided for the completion of strategic activities, and ultimately, achievement of the project development objectives.","False","False","Budget",2,"44000-P112073",905,"ida"
2016,241,"GH",10,,110,"C01",6823.38167408,"Northern Region Small Towns (NORST)",140,14031,,"The goal of the project is to increase access to sustainable water and sanitation services in northern Ghana. This in turn increases the availability and consumption of sustainable, locally managed, potable water. Drinkable water supply and sanitation services are expected to be established in up to 20 small towns in the Northern Region of Ghana. NORST implementation is being led by the Government of Ghana, with technical assistance provided by Cowater International Inc.  Expected Outcomes: 1) The number of people using and benefiting from reliable potable water and sanitation is expected to increase; 2) stakeholders at regional, district, and sub-district levels effectively fulfill their respective roles in delivering potable water and sanitation services; and 3) water supply and sanitation installations adequately supply communities.","False","False","Transaction",,"CA-3-A030915001",301,"CA"
2010,248,"KE",10,,110,"D01",0.13832761425,"Health Research Capacity Strengthening Initiative for Kenya",121,12110,,"The Health Research Capacity Strengthening (HRCS) initiative is funded and managed by Wellcome Trust, the Department for International Development (DFID) and IDRC. Wellcome Trust and DFID have committed £10 million each toward the program. IDRC has joined the initiative as both funding and implementing partner. The inception phase of the initiative (103760) allowed national task forces in Kenya and Malawi to devise operational plans for their HRCS initiatives, and these proposals were reviewed and approved by all three funding partners. HRCS Kenya called for the establishment of a Consortium for National Health Research (CNHR), a new nongovernmental organization, to coordinate the health research effort and spearhead capacity building activities. This grant will support the development of CNHR to the point where it is ready to receive and disburse significant external funding directly. A learning component will capture lessons from the initiative and share them with other countries and institutions. The long-term goal is to enhance the quality of health interventions through the formulation and use of evidence-based policies.","False","False","Transaction",,"XM-DAC-301-2-104959-013",301,"CA"
,351,"HN",10,,110,"D02",209175.666463,"Asistencia Técnica para apoyo a la ejecución del ''Programa de apoyo al sector seguridad en Honduras (PASS) Fase 1''",152,15210,"42001","Prestación de servicios de dos expertos de largo plazo (78 p/m) y expertos de corto plazo (60 p/m).","False","True","Transaction",,"XI-IATI-EC_DEVCO-2010/244-546",918,"EU"
2017,832,"FJ",10,,110,"B03",96473.9563206,"OUTPUT 2.5: VAN - WASH",140,14010,,"Output 2.5 By 2017, communities, schools and health centres in the Pacific use improved water and sanitation facilities in ruraland peri-urban villages","False","False","Budget",2,"41122-Fiji (Pacific Islands)-1430/A0/05/802/004",963,"unicef"
2018,87,"RU",,,,"C01",82426.6797,"Financial Education & Financial Literacy",240,24010,,"The objectives of the Financial Education and Financial Literacy Project are to (i) improve the financial literacy of Russian citizens (especially, among the school-age and college students, and active and potential low and middle income users of financial services) and (ii) strengthen the foundations for improving consumer protection in financial services. This project has five components. Component one comprises of developing a financial literacy strategy and consumer protection monitoring and evaluation. This includes strengthening the institutional and legal framework for the implementation of financial literacy and consumer protection policies, and development of the Project monitoring and evaluation framework. Component two consists of financial literacy capacity building. This involves building institutional and human capacity for raising financial literacy in Russia at both federal and regional levels, and in the public and private sectors. Component three comprises of development and implementation of education programs and information campaigns for improving financial literacy. This includes development and implementation of educational programs, information campaigns, and the scaling up of existing financial literacy improvement initiatives. Component four consists of the strengthening of consumer protection in financial services by strengthening capacity for financial consumer protection in the Consumer Protection Service, industry professional associations, and civil society. Component five is project management which includes implementation, monitoring, and evaluation as set forth by the rules and procedures of the IBRD and Russian laws and regulations.","False","False","Budget",2,"44000-P120338",905,"ida"
2002,288,"ZM",10,,110,"D01",1281.67866151,"Canadian College Partnership Program (CCPP) - 2001-2011",113,11330,,"The goal of the Canadian College Partnership Program is to increase the capacity of educational and training organizations in developing countries to address their respective country's sustainable development priorities. The program provides funding on a cost-shared basis for projects developed by Canadian community colleges, vocational colleges, and similar institutions. The projects funded aim to build the capacities of educational and training institutions in developing countries to address the development needs of the communities they serve.   The program supports two categories of projects: (1) major development and institutional strengthening projects that often involve policy development, planning, and the management of technical and vocational training systems and (2) smaller, more narrowly defined partnership projects that focus on institutional capacity building and poverty reduction in specific communities.","False","False","Transaction",,"CA-3-S061266PRG",301,"CA"
2016,998,"998",10,,110,"C01",74275.201,"Real time evaluation of the Danish Support to Civil Society, Phase 2",151,15150,,,"False","False","Budget",1,"DK-1-224982-27999",3,"DK"
2016,666,"BD",10,,110,"C01",18360.5887641,"Health Systems Strengthening",151,15112,,"Title: Health Systems Strengthening","False","False","Transaction",,"GB-1-203390-104",12,"GB"
2008,282,"TZ",10,,110,"C01",15644.68,"The A2Z Micronutrient Project",,,,"The goal of A2Z: The USAID Micronutrient and Child Blindness Project is to increase the use of key micronutrient and blindness interventions to improve child and maternal health. The technical focus areas of the project are vitamin A supplementation for children under five and newborns, anemia reduction in pregnant women and children, food fortification, and zinc treatment for diarrhea. The expected results of the project are large-scale, sustainable vitamin A supplementation programs, anemia control, expansion of food fortification, and integration of effective approaches, tools, and data collection into national strategies and multiple program platforms.","False","False","Transaction",,"US-GOV-1-TZ-AID-GHS-A-00-05-00012",302,"US"
2017,265,"ZW",10,,110,"C01",27668.030413,"Strengthening Support to Human Rights Defenders in Zimbabwe",151,15160,,"To support and enhance the ability of Human Rights Defenders (HRDs) to assert and defend the constitutional rights of individuals and groups in Zimbabwe and to protect the rights of HRDs advocating for implementation of the Constitution, including economic and social rights, through provision of legal support services, documentation and advocacy","False","False","Transaction",,"XI-IATI-EC_DEVCO-2014/349-936",918,"EU"
2011,666,"BD",10,,110,"C01",44257.99,"Health Systems 20/20 (HS 20/20)",,,,"To improve health financing, governance and operations and to establish approaches that work in fragile, transformational and graduating states. This is the principal USAID technical service resource in health governance with a focus on fragile states. Health Systems 20/20 focuses on four goals: Finance, Governance, Operations, and Sustainable Capacity:","False","False","Transaction",,"US-GOV-1-BD-AID-GHS-A-00-06-00010",302,"US"
2012,248,"KE",10,,110,"C01",493145.99997,"ATPS Phase VI",430,43082,,"African Technology Policy Studies","False","False","Transaction",,"NL-1-PPR-17390",7,"NL"
2013,228,"BI",,,,"C01",101879.6331,"BI-Public Works and Urban Management",111,11110,,"The development objective of the Public Works and Urban Management Project for Burundi is to increase access to basic socio-economic services and to short-term employment opportunities in target areas. The restructuring includes following changes: (i) an extension of the project closing date from December 31, 2014 to June 30, 2015, following the government's request on July 31, 2014 to allow for the completion of programmed activities, and (ii) reallocation of funds between categories to avoid overdrawing category one and allow for payment of activities carried out under this category.","False","False","Budget",2,"44000-P112998",905,"ida"
2010,280,"SZ",10,,110,"C01",55.52,"Strengthening Pharmaceutical Systems (SPS)",,,,"The mandate of SPS is to improve access to and use of medicines and health commodities of assured quality for priority health interventions, with a focus on assuring effective pharmaceutical services to achieve desired health outcomes. The new international health environment, characterized by ambitious treatment targets and vastly increased resources for medicines, poses unique challenges but offers unprecedented opportunities for health program development. SPS employs innovative approaches to strengthen pharmaceutical systems and foster south-tosouth capacity building. In the pharmaceutical governance arena, SPS advances the USG agenda, including combating corruption, promoting transparency and accountability, and strengthening regulatory capacity to protect public health. Addressing the growing threat posed by accelerating antimicrobial resistance (AMR) is also a major area of work. Continuing the technical leadership agenda of the RPM Plus Program, SPS provides pharmaceutical management support to global health initiatives, enables donor coordination, facilitates harmonization of tools, and disseminates best practices.","False","False","Transaction",,"US-GOV-1-SZ-AID-GHN-A-00-07-00002",302,"US"
2018,635,"MM",,,,"C01",121333.3324,"Myanmar SEA DRM Project",740,74010,,"The objective of the Southeast Asia Disaster Risk Management Project for Myanmar is to improve drainage services, and the structural performance of selected public facilities in Yangon, and enhance the capacity of the Government to facilitate disaster response. There are five components to the project, the first component being strengthening financial planning for disaster resilience. Component one will increase the disaster resilience of Myanmar by enhancing the MoPF's capacity to integrate disaster and climate resilience into budgets and sectoral investment planning and enhance the Government's capacity to meet post-disaster funding needs. The second component is the Urban Flood Risk Management. Component two will help reduce flood risk by improving and increasing the capacity of drainage infrastructure in Yangon and introducing an integrated approach to flood risk management. The YCDC Engineering Department of Roads and Bridges (EDRB) will implement this component. The third component is the Safer Public Facilities and Critical Infrastructure. This component will reduce disaster risk in Yangon by: (a) retrofitting priority public facilities to ensure a targeted level of performance during a design-level earthquake,15 and (b) supporting risk assessments for lifeline infrastructure. The fourth component is the project management. Component four will support the day-to-day implementation of the project, and build institutional capacity to sustain the implementation capacities beyond the life of the project. It will cover project management, coordination, procurement, financial management (FM), technical and safeguards aspects, monitoring and evaluation (M&amp;E), reporting, knowledge sharing, and exchange, as well as awareness building. Finally, the fifth component is the contingent emergency response component. This component will allow for a reallocation of credit proce","False","False","Budget",2,"44000-P160931",905,"ida"
2016,349,"HT",,,,"C01",205833.3327,"HT - Ctr & Artibonite Reg Dev.",430,43040,,"The development objectives of the Center and Artibonite Regional Development Project for Haiti are to: (a) support the development of the Centre Artibonite Loop (CAL) region, primarily by enhancing all-weather connectivity and logistics for producers, and the region's resilience to climate change; and (b) support the recipient's capacity to respond promptly and effectively to an eligible emergency, as needed. The project comprises of five components. The first component, enhancing logistics, transport connectivity, and climate resilience aims to link the CAL region to economic growth poles outside the region, and to improve the internal connectivity of the CAL, by increasing all-weather access to agricultural production areas, markets and services, and by increasing the rural access index and the macro-resilience of the road network to natural events and effects of climate change. It has following four sub-components: (i) improving the structuring road network; (ii) improving the rural road network; (iii) strengthening road maintenance capacity and mechanisms at the local level; and (iv) supporting the application of best practices addressing the issue of climate resilience. The second component will improve the infrastructure and management capacity of key selected urban markets (2 to 4) and rural markets (4 to 8) to link agricultural producers with the roads provided under first component. It comprises of following two sub-components: (i) urban markets and associated facilities; and (ii) rural markets. The third component, supporting the development of regional knowledge, planning capacity, and local participation aims to support the Government of Haiti (GoH), municipalities, and local stakeholders to effectively plan and make consensual decisions. It has following two sub-components: (i) improving regional knowledge; and (ii) supporting the development of regional","False","False","Budget",1,"44000-P133352",905,"ida"
2008,998,"998",10,,110,"C01",8830287.228,"DSI Subsidie PSO 2007-2010",430,43010,,"DSI Subsidie PSO 2007-2010","False","False","Transaction",,"NL-1-PPR-14752",7,"NL"
2013,139,"TN",,,,"C01",14816.6668,"TN-4th NW Mount & Forest Area Dev PNO4",311,31163,,"The development objectives of the Fourth Northwest Mountainous and Forested Areas Development Project for Tunisia are to improve the socio-economic conditions of the rural population and promote better protection and management of natural resources in the project area using an integrated participatory approach to community-based development. There are four components to the project. The first component of the project is institutional support and technical assistance for community development plan preparation and implementation in the project area. The overall objective of this component is to strengthen the institutional and organizational capacities of all the main development partners involved in the implementation of the project, improve their methodological tools and operational practices, and foster the mainstreaming of the integrated participatory approach in local development processes. The second component of the project is support for agricultural and pastoral production and income-generating activities in the project area. The overall objective of this component is to promote more diverse and better performing agricultural and pastoral production systems (mainly crops and livestock activities with higher yields and more added value) as well as to assist vulnerable groups (primarily women, young people, and landless) in carrying out profitable and sustainable on- and off-farm income-generating activities. The third component of the project is consolidation, protection, and management of natural resources in the project area. The overall objective of this component is threefold: (i) to expand and improve the vegetation cover in targeted project areas, including rangelands, pastures, and tree plantations; (ii) to improve the status of selected forested areas through participatory forest management plans implemented within the framework of community development","False","False","Budget",1,"44000-P119140",905,"ida"
,,,10,,110,"C01",,"Serve Community Based Rehabilitation with People with Disablilities",151,15150,,"The Community Based Rehabilitation with People with Disabilities (PwDs) aims to empower communities and families of individuals with disabilities for inclusion od PwDs in all aspects of life through 1)CBR including Home Based Training, vocational training and loan programs 2) Advocacy and disability awarness 3) Advocacy and capacity building of government","False","False","Transaction",,"2010100060",18,"FI"
2011,555,"LB",10,,110,"C01",67.95907,"Forum Syd Frame 2010-2012 inkl EU",151,15150,,"Ramstöd till Forum Syd 2010-2012 för stöd till det civila samhällets organisationer i utvecklingsländer, via svenska sökande organisationer, Bidraget inkluderar anslag till Forum Syd för hantering av vidareförmedling samt administrationsbidrag.","True","True","Transaction",,"SE-0-SE-6-5403000604-LBN-15150",10,"SE"
2014,279,"SS",,,,"C01",33333.333,"SS-Local Governance&Service Delivery",151,15150,,"The objective of the Local Governance and Service Delivery Project for South Sudan is to improve local governance and service delivery in participating counties in South Sudan. There are four components to the project, the first component being block grants to counties for payam development. The second component is the community engagement. This component will support the engagement of citizens in the planning, implementation and oversight of local development activities at boma, payam and county levels. The component will support Government of the Republic of South Sudan (GRSS) to contract Facilitating Partners (FPs) to carry out information dissemination activities, undertake the facilitation of the planning process at boma and payam levels in an inclusive and conflict sensitive way, support communities to effectively participate in county planning processes, and support community involvement in the management and oversight of subproject implementation. The third component is the institutional strengthening. This component supports capacity building for local governments to: assume their responsibilities in the planning, implementation and oversight of local development activities including planning, budgeting, procurement, technical (engineering), environmental and social safeguards management, financial management, monitoring and evaluation functions; and to comply with the Payam Development Committee (PDG) rules and reporting requirements. Finally, the fourth component is the project management.","False","False","Budget",2,"44000-P127079",905,"ida"
2013,86,"BY",10,,110,"C01",3851319.73175,"Standardization strengthening in the field of energy efficiency of consumer goods and industrial products",231,23110,,"The overall objective of the contract is to support the ongoing Belarusian efforts for saving energy by further aligning itself with relevant international and EU regulatory, technical and administrative practices, by strengthened participation of local government, public and private sectors and civil society together with supporting the country's quality infrastructure, as required for meeting more stringed energy efifciency national goals. The  contract consists of three components","False","False","Budget",1,"XI-IATI-EC_NEAR-2013/280-415",918,"EU"
2017,298,"298",10,,110,"G01",384729.25,"Administration and Oversight",430,43010,,"Direct Administrative Costs","False","False","Transaction",,"US-GOV-1-298-29473DF171C6",302,"US"
2017,298,"298",,,,"C01",356425,"Ag Prod. Prog. for  Southern Africa",311,31110,,"The objectives of the Agricultural Productivity Program for Southern Africa Project are to increase the availability of improved agricultural technologies in participating countries in the Southern African Development Community (SADC) region. There are three components to the project. The first component of the project is technology generation and dissemination. This component will finance technology generation and dissemination activities associated with the commodity or commodity group11 being targeted by Regional Center of Leaderships (RCoLs). The second component of the project is strengthening regional centers of leadership. This component will support activities to strengthen the core capacity of the RCoLs. The choice of activities to be financed will be driven primarily by the specific needs of each RCoL, as identified at national level. The third component of the project is coordination and facilitation. This component will finance three main categories of activities: 1) national level research coordination and management, 2) regional facilitation by Centre for Coordination of Agricultural Research and Development for Southern Africa (CCARDESA), and 3) Research and Development (R&amp;D) policy analysis and dialogue.","False","False","Budget",2,"44000-P094183",905,"ida"
2007,218,"ZA",10,,110,"B03",1221597.3126,"Support for the Thuthuzela model",130,13040,,,"False","False","Transaction",,"DK-1-138768-19298",3,"DK"
2012,998,"998",10,,110,"B03",0,"IR 1: GOVERNANCE AND SYSTEMS",998,99810,,"IR 1: Effective and efficient Governance and Systems","False","False","Budget",2,"41122-Moldova-5640/A0/03/800/001",963,"unicef"
2005,283,"TG",10,,110,"B02",155025,"New vaccine support (NVS) for YF",122,12250,,"GAVI’s support for new vaccines presents an opportunity for countries to not only implement vaccines that protect against diseases causing substantial morbidity and/or mortality, but also to build upon the vaccine investments in order to increase immunisation coverage rates, and strengthen routine immunisation services and primary health care systems. WHO recommends that all GAVI-eligible countries at risk of yellow fever incorporate yellow fever vaccines into their national immunisation programmes. Countries at higher risk that have not to date introduced the vaccine into EPI (five of 32 GAVI-eligible countries in Africa) are encouraged to apply for GAVI support. This includes: Ethiopia, Mauritania, Sudan, South Sudan and Uganda.","False","False","Budget",2,"47122-05-TGO-06Z-Z",1311,"gavi"
2017,287,"BF",,,,"C01",19999.9998,"TA  for transport sector industry reform",210,21010,,"The development objective of Transport Sector Modernization and Corridor Trade Facilitation Project for Burkina Faso is to improve the efficiency and safety of transport services on the BurkinabE section of the Ouagadougou (Burkina Faso) – Abidjan (Côte d’Ivoire) - road transport corridor. 1) The fist component, Institutional strengthening and capacity building support for public and private sector participants in the transport sector, will strengthen the capacity of the GoBF and of professional associations/organizations in the transport and trade sectors to provide more efficient services to the private sector operating on the BurkinabE section of the Corridor. It has the following subcomponents: (i) Strengthen the institutional capacity of the Ministry of Transport, Urban Mobility and Road Safety (MITMUSR) and related agencies; (ii) Support to transport operators and stakeholders; and (iii) Support to joint initiatives and coordination to facilitate trade on the Corridor. 2) The second component, Development of a heavy cargo truck renewal scheme, is designed to support the development of a self-sustaining long haul heavy cargo truck renewal scheme. It has the following subcomponents: (i) Technical assistance required to put in place an operational framework for a truck fleet renewal program as well as for the recovery and recycling of decommissioned trucks; (ii) Support the establishment of a truck renewal scheme to facilitate the replacement of old unsafe trucks with new ones; and (iii) Support operation of technical committee for the implementation of the financial mechanism and for management of old unsafe trucks scrapping scheme. 3) The third component, Support to customs modernization and trade facilitation on the BurkinabE section of the Corridor, aims to strengthen transport, trade and transit facilitation along the BurkinabE section of the Corridor. It has","False","False","Budget",2,"44000-P156892",905,"ida"
2012,755,"PH",10,,110,"D01",5434.81645529,"AVID - Australian Red Cross",122,12240,,"The Australian Volunteers for International Development (AVID) program was launched by the Australian Government in May 2011.  It was aimed at bringing together four separate and unaligned volunteer programs under a single Australian Government banner with unified program goal and objectives.  The goal of the program is to contribute to sustainable economic growth and poverty reduction and advance Australia's reputation and relationships in partner countries.  AVID programme makes a considerable contribution to the achievement of the Government's public diplomacy objectives.  Volunteers promote a positive perception of Australia in the region, and promote a positive perception of the aid program domestically.  AVID also contributes to development outcomes and links the Australian community with people and organisations in developing countries.  

The AVID programme seeks to: build understanding of Australia's international role and commitment to integration with the Indo-Pacific region; increase the number of volunteers working to improve the economic livelihoods of people in developing countries; and develop volunteer assignments in priority areas of governance, health, social infrastructure and services and education. 

Funding under this initiative assists Australian Red Cross (ARC) ongoing costs for implementation of the AVID program including volunteer allowance,  recruitment, travel, insurance, management and other associated administrative costs. The total value of this investment is $36.2 million over 5 years, starting 2011-12.","False","False","Transaction",,"AU-5-INK135-PH",801,"AU"
2012,218,"ZA",10,,110,"C01",57825.63683,"Support to South Africa's low-carbon transition - Design",410,41010,,"Title: Support to South Africa's low-carbon transition - Design","False","False","Budget",2,"GB-1-202555-101",12,"GB"
2014,289,"289",10,,110,"C01",687.932875773,"Appui a la Démocratie et l'Égalité de Genre",151,15150,,,"False","False","Transaction",,"DK-1-162378-22141",3,"DK"
2011,380,"380",10,,110,"B04",8476.01352559,"ECFIAT - Eastern Caribbean Financial Investigations Advisory Team",151,15113,,"Title: ECFIAT - Eastern Caribbean Financial Investigations Advisory Team","False","False","Transaction",,"GB-1-201674-101",12,"GB"
2014,289,"289",10,,110,"C01",,"Banco de leche contra la mortalidad y desnutrición infantil",122,12240,,"Título completo del proyecto: Banco de leche contra la mortalidad y desnutrición infantil ::","False","False","Budget",,"ES-DIR3-E04585801-009-085648",50,"ES"
2018,666,"BD",,,,"C01",531250,"Dispatch Improvement Project",230,23040,,"The development objective of the Power System Reliability and Efficiency Improvement Project for Bangladesh is to improve the reliability and efficiency of the power system in Bangladesh through optimization of dispatch operation. The project comprises of three components. The first component, technical assistance consists of two sub-components: (i) primary frequency control trials and training for Power Grid Company of Bangladesh (PGCB) and National Load Dispatch Centre (NLDC) engineers and operators on modern, state-of-the-art frequency control, and dispatch protocols; and (ii) capacity building and institutional review to: (i) acquaint NLDC staff with modern control theory, practical aspects of regulating frequency in real-time through governor response as well as secondary control, and (ii) build power system dynamic modeling capability using power system simulation for engineers (PSSE). The second component, operational enhancements consists of three sub-components: (i) integration of generators to the NLDC's supervisory control and data acquisition (SCADA) and energy management system (EMS) system; (ii) upgrading and modernization of the NLDC SCADA and EMS software; and (iii) optimization software for dispatch. The third component, removal of transmission bottlenecks and improvement of voltage quality consists of two sub-components: (i) the upgrade (by re-conducting with higher capacity conductors) of selected congested 132 kV and 230 kV lines to address existing bottlenecks and enhance system transfer capability; and (ii) dynamic line rating (DLR)12 to improve utilization of limited transmission capacity on 400 km of six critical transmission lines identified by PGCB.","False","False","Budget",2,"44000-P159807",905,"ida"
2014,998,"998",10,,110,"C01",7703.61,"Not Applicable",152,152,,"Award Description - The description for this item is Non-Proliferation","False","False","Transaction",,"US-GOV-11-998-1054424766",302,"US"
2010,610,"AM",,,,"C01",49162.5,"IRRIGATION REHABILITATION EMERGENCY PROJ",140,14010,,"The objectives of the Irrigation Rehabilitation Emergency Project (IREP) for Armenia are: (i) to improve water use efficiency in two selected irrigation schemes; and (ii) to foster immediate rural employment. The closing date for the project will be extended from June 30, 2011 until December 31, 2011. The extension is necessary to allow additional time to complete the institutional strengthening study, which started later than it was initially planned due to coordination of that activity with the Millennium Challenge Corporation Program. The Bank team has assessed and discussed progress under this activity during the last supervision mission on April 27-May 4, 2011. Completion of this activity is important for the further reforms envisaged in the irrigation sector of Armenia, including establishment of Federations of Water Users Associations. This will be the first extension of the project.","False","False","Budget",2,"44000-P116681",905,"ida"
2007,64,"BA",,,,"C01",6014.85,"HLT SEC ENHANC",160,16010,,"The objective of the Additional Financing for the Health Sector Enhancement Project for Bosnia and Herzegovina is to enhance health system efficiency by: (i) expanding and enhancing the family medicine model of primary health care; (ii) building management capacity in the sector; and (iii) strengthening the policy making process through the development and implementation of a system for monitoring and evaluating sector performance and addressing inefficiencies of the sector. In addition to the additional financing, the main changes which are proposed to be introduced to the project through this project paper are as follows: (a) simplify the project development objective and revise the results framework, so as to adjust the key performance indicators (KPIs) towards outcomes that are measurable and more closely aligned with project activities, which reflect intermediate outcomes associated with new activities and include targets up to the project revised closing date; (b) modify the project description to include a number of new activities aimed at further enhancing the achievement of project objectives; (c) extend the original credit closing date from June 30, 2011 to December 31, 2011; (d) reallocate the original credit proceeds taking into account changes during implementation; (e) change the environmental safeguards category from C to B; and (f) update the referenced procurement and other fiduciary guidelines.","False","False","Budget",2,"44000-P088663",905,"ida"
2012,288,"ZM",10,,110,"B01",144597.679505,"Magoye Community Dairy Project Phase 2",311,31195,,"To improve livelihood of vulnerable households in Munenga ward of Magoye section through the introduction and/or scaling up and out of dairy production into small farm environments. Farmers will be trained in dairy farming techniques and management and supported daily cows that will produce milk.","False","False","Transaction",,"XM-DAC-701-8-2012600013",701,"JP"
2009,446,"GY",,,110,"C01",13402.1273507,"Canada-Guyana Partnership for Community Planning",140,14010,,"This project aims to support participative planning in Guyana by bringing local populations, community leaders, community-based non-governmental organizations, business leaders, and government agencies together to work on identifying development needs, setting goals, and outlining community development plans. The project is implemented by two communities in partnership with the Central Housing and Planning Authority (CHPA), with training and support provided by the Canadian Institute of Planners (CIP). The project is aligned with the Government of Guyana's Poverty Reduction Strategy, which promotes the building of planning and organizational capacities at the community level. It is also in line with the priorities of Caribbean countries as outlined in their urban rehabilitation programs.   This is one of two parts of a project valued at $499,800. The first part of the project has been completed.","False","False","Budget",2,"CA-3-S064669002",301,"CA"
,259,"MZ",10,,110,"CO1",,"Sub-Saharan Africa New Connections - ODA",114,11430,,"Development of skills and leadership in the creative sector overseas","False","False","Transaction",,"GB-3-A-02957",12,"GB"
2018,232,"TD",10,,110,"C01",705096,"Réhabilitation écosystème",510,51010,,"Le projet vise : i)  le reboisement et la gestion forestière ; ii)  l’amélioration de  la productivité agricole; iii) et les  initiatives économiques locales des organisations de femmes.","False","False","Budget",2,"XM-DAC-41114-OUTPUT-00104686",959,"undp"
2010,440,"EC",10,,110,"C01",242825.17,"Strengthening Democracy in Ecuador",,,,"To provide support to society participation in and oversight of democratic institutions.","False","False","Transaction",,"US-GOV-1-EC-AID-518-A-00-03-00054",302,"US"
2011,248,"KE",10,,110,"C01",172362.72,"Preventive Technologies Agreement (PTA)",,,,"To develop, evaluate, and introduce a range of safe, effective, and acceptable HIV/AIDS prevention technologies (e.g., microbicides and barrier methods) and other reproductive health technologies and to enhance the capacity of field programs to provide services to populations at high risk.","False","False","Transaction",,"US-GOV-1-KE-AID-GHO-A-00-09-00016",302,"US"
2014,769,"VN",,,,"C01",83232.42,"VN-COASTAL CITIES ENVMT SANIT.",140,14050,,"The development objective of the Additional Financing for the Coastal Cities Environmental and Sanitation Project is to improve the environmental sanitation in the project cities in a sustainable manner thereby enhancing the quality of life for city residents. This project paper seeks the approval of the Executive Directors to provide an additional International Development Association (IDA) credit in an amount of US$65.3 million equivalent to the socialist Republic of Vietnam project. The Additional Financing (AF) will bridge an unanticipated financing gap resulting from a period of exceptionally high inflation in 2007-08 exacerbated by low original cost estimates. The Ministry of planning and investment officially requested the AF from the World Bank in a letter dated September 24, 2010. No extension of the closing date is being requested.","False","False","Budget",2,"44000-P082295",905,"ida"
2012,428,"BO",10,,110,"D01",6004.874898,"Aide médicale internationale à l'enfance (L'AMIE) - IAYI Internships 2011-2012",112,11220,,"This project is part of CIDA's International Aboriginal Youth Internships (IAYI) initiative. The internships focus on increasing the awareness, engagement, and participation of Aboriginal youth in international development, while providing them with opportunities to expand their employment skills. CIDA provides up to $15,000 per internship to Canadian organizations that manage the internships and recruit interns. The IAYI initiative is part of CIDA’s Global Citizens Program that seeks to raise awareness, increase knowledge and provide opportunities for youth to participate in international development.","False","False","Transaction",,"CA-3-S065448001",301,"CA"
2015,282,"TZ",10,,110,"C01",12578.2917274,"Support to the UNDP Democratic Empowerment Programme (DEP)",152,15220,,"Title: Support to the UNDP Democratic Empowerment Programme (DEP)","False","False","Budget",2,"GB-1-113401-104",12,"GB"
2009,451,"PY",,,110,"C01",23956.3379709,"Building the Capacity of Women Farmers of Four Rural Communities",311,31166,,"Jointly conducted by two Canadian organizations, Nature Canada and ""Place aux Agricultrices Nourricières du Monde, this project aims to improve the livelihoods and active participation of 450 women farmers and their families in four rural communities. This project is designed to increase organic farm yield; support the development of marketing strategies for farm products; and enhance knowledge and practices regarding primary health, reproductive health and prevention of sexually transmitted infections and HIV/AIDS. Moreover, to improve women's role in their community and democratic governance, awareness activities for women, men and local government authorities are implemented.   This is one of two parts of a project valued at $384,737. The first part has been completed.","False","False","Budget",2,"CA-3-S064651002",301,"CA"
2015,998,"998",10,,110,"C01",1043633.75,"To promote international research collaborations and activities for increased global food security and economic growth. Provide sound technical advice and support to USAID&quot;s international agricultural research and development initiatives.",311,31120,,"ARS staff will provide scientific guidance and help to oversee USAID research investments in agricultural biotechnology, crop and food animal production and agricultural development, natural resources management including Climate Change. Project oversight, technical assessments, project evaluations, research project design and planning will be conducted. Agreement-generated collaborative research funds and dedicated project funds will be utilized to engage strategic ARS research and ARS research partners at appropriate public and private research organizations.","False","False","Transaction",,"US-GOV-2-998-58-0210-3-012",302,"US"
