ISO	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates Start After
SAU	Saudi Arabia	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Central Department of Statistics and Information (CDSI), Ministry of Economy and Planning. Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Saudi Arabian riyal Data last updated: 08/2017	547.381	623.367	525.334	446.288	421.558	376.318	322.020	320.931	330.519	357.065	440.525	495.176	513.394	497.965	506.230	536.820	594.191	621.534	550.408	606.439	710.681	690.516	711.022	809.279	970.283	1,230.771	1,411.491	1,558.827	1,949.238	1,609.117	1,975.543	2,517.146	2,759.906	2,799.927	2,836.314	2,453.512	2,424.141	2,544.527	2,656.826	2,749.290	2,853.714	2,974.997	3,051.545	2016
SAU	Saudi Arabia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	164.540	184.291	153.240	129.181	119.631	103.894	86.886	85.582	88.138	95.217	117.473	132.047	136.905	132.791	134.995	143.152	158.451	165.742	146.775	161.717	189.515	184.137	189.606	215.808	258.742	328.206	376.398	415.687	519.797	429.098	526.811	671.239	735.975	746.647	756.350	654.270	646.438	678.541	708.487	733.144	760.990	793.333	813.745	2016
SEN	Senegal	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2017	740.172	863.229	1,021.860	1,057.153	1,182.202	1,330.807	1,450.973	1,514.917	1,484.819	1,567.309	1,556.441	1,584.661	1,589.444	1,608.032	2,152.638	2,435.205	2,591.438	2,727.198	2,967.661	3,167.184	3,331.768	3,575.470	3,717.639	3,986.425	4,242.837	4,592.673	4,893.546	5,408.296	5,989.725	6,030.586	6,400.738	6,783.016	7,263.157	7,346.007	7,568.099	8,081.807	8,722.341	9,493.980	10,352.614	11,273.345	12,276.533	13,384.525	14,502.002	2016
SEN	Senegal	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	3.503	3.177	3.110	2.774	2.706	2.962	4.190	5.041	4.985	4.913	5.717	5.617	6.005	5.679	3.877	4.879	5.066	4.672	5.058	5.151	4.693	4.882	5.352	6.872	8.042	8.722	9.367	11.301	13.439	12.805	12.948	14.388	14.235	14.874	15.332	13.671	14.716	16.057	17.910	19.578	21.341	23.177	24.996	2016
SRB	Serbia	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Serbian Statistical Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010. National Accounts are based on conceptual framework of the 2008 SNA/ESA 2010 (introduced in October 2014) GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010 Primary domestic currency: Serbian dinar Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	413.121	820.842	1,037.897	1,220.160	1,451.448	1,751.371	2,055.198	2,355.066	2,744.913	2,880.059	3,067.210	3,407.563	3,584.236	3,876.403	3,908.470	4,043.468	4,200.197	4,433.507	4,718.545	5,030.205	5,388.355	5,772.006	6,182.973	2016
SRB	Serbia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9.312	12.313	16.177	21.219	24.743	26.075	30.721	40.499	49.165	42.611	39.035	46.488	40.734	45.520	44.211	37.160	37.745	39.366	42.378	45.128	48.353	51.675	55.206	2016
SYC	Seychelles	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Seychelles rupee Data last updated: 09/2017	0.942	0.972	0.968	0.993	1.068	1.205	1.284	1.396	1.528	1.721	1.967	1.980	2.221	2.456	2.459	2.420	2.500	2.830	3.201	3.328	3.513	3.645	3.822	3.811	4.616	5.055	5.610	6.926	9.147	11.533	11.705	12.609	14.519	16.015	17.119	18.336	19.033	20.188	21.388	22.738	24.182	25.920	27.757	2015
SYC	Seychelles	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	0.147	0.154	0.148	0.147	0.151	0.169	0.208	0.249	0.284	0.305	0.369	0.374	0.434	0.474	0.486	0.508	0.503	0.563	0.608	0.623	0.615	0.622	0.698	0.706	0.839	0.919	1.016	1.034	0.998	0.847	0.970	1.018	1.060	1.328	1.343	1.377	1.429	1.479	1.558	1.650	1.744	1.850	1.953	2015
SLE	Sierra Leone	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: Yes, from 2010 Primary domestic currency: Sierra Leonean leone Data last updated: 09/2017	1.786	2.114	2.540	3.360	5.176	8.940	21.151	38.978	61.027	103.123	143.574	336.172	495.588	636.694	780.747	959.634	1,265.309	1,217.780	1,534.202	1,762.414	1,941.321	2,166.177	2,631.181	3,254.261	3,913.444	4,769.788	5,583.977	6,443.981	7,470.545	8,308.294	10,255.614	12,797.213	16,514.296	21,317.122	22,689.366	21,582.035	23,847.695	29,440.319	33,865.395	38,891.152	44,640.274	51,467.299	59,164.794	2016
SLE	Sierra Leone	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	1.701	1.823	2.050	1.782	2.062	1.755	1.314	1.145	1.877	1.724	0.948	1.138	0.992	1.122	1.331	1.273	1.374	1.240	0.981	0.977	0.941	1.084	1.250	1.380	1.439	1.649	1.884	2.159	2.511	2.454	2.578	2.942	3.802	4.916	5.007	4.252	3.716	3.897	4.124	4.417	4.749	5.154	5.603	2016
SGP	Singapore	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2010 Primary domestic currency: Singapore dollar Data last updated: 09/2017	25.863	30.345	33.970	38.039	41.702	40.824	40.854	45.503	53.360	61.224	70.507	78.557	84.963	97.990	112.688	124.575	135.929	148.724	143.440	146.250	165.218	159.974	164.630	168.996	193.002	212.074	234.835	271.250	271.980	279.858	322.361	346.649	361.366	378.532	390.448	408.097	410.272	425.002	440.452	456.502	473.175	490.412	508.187	2016
SGP	Singapore	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	12.079	14.383	15.887	17.998	19.552	18.557	18.763	21.611	26.515	31.393	38.900	45.472	52.130	60.642	73.776	87.888	96.403	100.168	85.715	86.287	95.837	89.288	91.942	97.003	114.184	127.420	147.795	179.981	192.231	192.406	236.420	275.605	289.168	302.511	308.155	296.835	296.966	305.757	316.872	328.419	340.414	352.814	365.602	2016
SVK	Slovak Republic	Gross domestic product, current prices	National currency	Billions	Source: Haver Analytics. Eurostat Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1997 Primary domestic currency: Euro Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13.913	16.764	19.686	21.951	24.416	26.664	28.548	31.601	34.311	37.280	41.404	46.102	50.415	56.273	63.054	68.492	64.023	67.577	70.627	72.704	74.170	75.946	78.686	80.958	84.261	88.390	93.185	98.143	103.452	108.939	2016
SVK	Slovak Republic	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13.669	15.772	19.951	21.579	21.891	22.804	20.841	20.691	21.387	24.854	34.023	43.121	49.048	57.402	77.105	97.030	89.171	89.668	98.270	93.466	98.509	100.919	87.312	89.525	94.997	103.982	110.122	116.166	122.023	127.946	2016
SVN	Slovenia	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 07/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6.419	7.773	9.011	10.522	12.132	13.827	15.337	17.210	18.902	21.147	23.623	25.668	27.673	29.227	31.555	35.153	37.951	36.166	36.252	36.896	36.076	36.239	37.615	38.837	40.418	42.630	44.502	46.342	48.060	49.921	51.873	2016
SVN	Slovenia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	19.200	16.564	16.783	21.304	21.493	20.978	22.147	22.746	20.446	20.900	23.603	29.738	34.504	36.401	39.621	48.167	55.853	50.372	48.103	51.338	46.378	48.131	49.984	43.094	44.727	48.078	52.352	54.766	56.886	58.883	60.924	2016
SLB	Solomon Islands	Gross domestic product, current prices	National currency	Billions	Source: Central Bank. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. The data for 2004 to 2006 are provided by the country authorities. For 2007 and onwards, real GDP is estimated by the staff, based on sectoral growth information provided by the Central Bank of Solomon Islands. Start/end months of reporting year: January/December Base year: 2004 Chain-weighted: No Primary domestic currency: Solomon Islands dollar Data last updated: 08/2017	0.147	0.163	0.181	0.202	0.224	0.237	0.249	0.301	0.356	0.384	0.526	0.598	0.763	0.929	1.215	1.463	1.686	1.840	2.038	2.167	1.938	2.006	2.184	2.359	2.721	3.234	3.585	3.949	4.713	4.815	5.493	7.127	7.825	8.250	8.646	9.139	9.782	10.248	10.848	11.517	12.237	13.034	13.903	2016
SLB	Solomon Islands	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	0.177	0.188	0.187	0.176	0.176	0.160	0.143	0.150	0.171	0.167	0.208	0.220	0.261	0.291	0.369	0.429	0.473	0.495	0.423	0.448	0.381	0.380	0.324	0.314	0.363	0.429	0.471	0.516	0.608	0.598	0.681	0.933	1.064	1.130	1.174	1.158	1.233	1.273	1.372	1.457	1.548	1.649	1.759	2016
SOM	Somalia	Gross domestic product, current prices	National currency	Billions	Source: Central Bank Latest actual data: 2015 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Somali shilling Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.145	5.309	5.723	5.950	6.111	6.336	6.522	6.787	7.036	7.297	7.567	7.847	2015
SOM	Somalia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.145	5.309	5.723	5.950	6.111	6.336	6.522	6.787	7.036	7.297	7.567	7.847	2015
ZAF	South Africa	Gross domestic product, current prices	National currency	Billions	Source: Central Bank Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: South African rand Data last updated: 08/2017	64.628	74.994	85.152	97.390	114.104	131.675	154.289	180.339	216.381	259.726	298.971	342.244	383.723	438.884	496.233	563.870	634.611	703.117	761.658	834.753	946.324	1,046.144	1,217.265	1,325.766	1,476.623	1,639.254	1,839.400	2,109.502	2,369.063	2,507.677	2,748.008	3,023.659	3,253.851	3,539.790	3,807.676	4,049.759	4,338.858	4,610.464	4,911.709	5,268.788	5,686.147	6,136.587	6,622.711	2016
ZAF	South Africa	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	82.981	85.463	78.415	87.417	77.315	59.102	67.562	88.572	95.207	99.044	115.533	123.964	134.557	134.345	139.804	155.461	147.701	152.611	137.686	136.550	136.453	121.602	115.748	175.254	228.931	257.667	271.812	299.033	287.095	297.221	375.304	416.879	396.332	366.802	351.116	317.568	294.900	344.064	361.155	374.255	389.600	404.279	419.392	2016
SSD	South Sudan	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. National Bureau of Statistics Latest actual data: 2015 Notes: Preliminary results by NBS, will be revised with time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: July/June Base year: 2010 Chain-weighted: No Primary domestic currency: South Sudanese pound Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	51.630	33.237	44.074	44.544	44.601	143.483	332.840	434.993	493.673	554.316	658.964	724.931	2015
SSD	South Sudan	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17.186	11.267	14.940	15.100	12.485	3.056	2.915	3.085	3.084	3.275	3.692	3.903	2015
ESP	Spain	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 08/2017	98.952	112.778	129.566	147.899	165.736	184.720	210.644	235.121	260.822	292.517	326.112	357.946	385.435	401.725	425.894	458.549	485.875	516.703	553.178	594.653	646.250	699.528	749.288	803.472	861.420	930.566	1,007.974	1,080.807	1,116.207	1,079.034	1,080.913	1,070.413	1,039.758	1,025.634	1,037.025	1,075.639	1,113.851	1,159.056	1,207.014	1,251.986	1,295.669	1,339.799	1,386.434	2016
ESP	Spain	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	230.189	204.082	197.154	172.429	171.955	181.172	250.683	317.602	373.143	411.571	533.945	575.184	628.611	528.008	529.824	612.413	638.500	587.967	616.957	634.384	597.149	626.514	707.642	908.588	1,071.007	1,159.257	1,265.661	1,481.393	1,642.738	1,502.876	1,434.257	1,489.381	1,336.685	1,362.202	1,378.042	1,193.556	1,232.597	1,307.170	1,419.927	1,479.551	1,533.609	1,580.317	1,628.328	2016
LKA	Sri Lanka	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Department of Census and Statistics Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. Staff used splicing method for the historical series. Chain-weighted: No Primary domestic currency: Sri Lanka rupee Data last updated: 09/2017	83.073	100.615	117.462	143.931	181.979	192.193	212.432	232.849	262.746	298.147	380.875	440.721	503.381	591.304	685.425	790.400	909.185	1,053.760	1,204.926	1,309.060	1,488.586	1,665.847	1,872.377	2,085.740	2,392.882	2,807.109	3,363.199	4,095.662	5,047.845	5,533.795	6,413.668	7,219.106	8,732.463	9,592.125	10,361.151	10,951.695	11,838.975	13,097.547	14,412.855	15,875.040	17,502.231	19,314.587	21,334.893	2016
LKA	Sri Lanka	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	5.024	5.228	5.644	6.093	7.142	7.064	7.571	7.884	8.240	8.271	9.468	10.367	11.176	11.948	13.781	14.635	16.051	17.888	18.430	18.532	19.371	18.610	19.585	21.621	23.655	27.945	32.359	37.043	46.602	48.113	56.710	65.267	68.419	74.464	79.338	79.565	80.517	83.567	87.234	94.050	101.556	109.638	118.223	2016
KNA	St. Kitts and Nevis	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016. Estimates. Notes: Data prior to 1990 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2006. The GDP deflator does not equal 100 in the base year as the nominal GDP is measured at market prices and real GDP at factor costs. Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2017	0.156	0.187	0.213	0.210	0.245	0.273	0.321	0.367	0.435	0.485	0.548	0.544	0.602	0.656	0.733	0.790	0.843	0.948	0.988	1.049	1.134	1.244	1.303	1.257	1.357	1.467	1.718	1.820	1.995	1.953	1.904	2.034	1.983	2.128	2.289	2.366	2.429	2.534	2.676	2.820	2.968	3.113	3.266	2016
KNA	St. Kitts and Nevis	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	0.058	0.069	0.079	0.078	0.091	0.101	0.119	0.136	0.161	0.179	0.203	0.201	0.223	0.243	0.272	0.293	0.312	0.351	0.366	0.389	0.420	0.461	0.483	0.465	0.503	0.543	0.636	0.674	0.739	0.723	0.705	0.753	0.734	0.788	0.848	0.876	0.900	0.939	0.991	1.044	1.099	1.153	1.210	2016
LCA	St. Lucia	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016. Estimate. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2017	0.402	0.459	0.433	0.466	0.594	0.672	0.799	0.882	1.006	1.139	1.335	1.415	1.555	1.578	1.652	1.763	1.821	1.859	2.023	2.124	2.167	2.102	2.126	2.348	2.527	2.692	3.062	3.449	3.462	3.410	3.731	3.882	3.879	4.023	4.190	4.453	4.522	4.635	4.804	4.982	5.129	5.280	5.439	2016
LCA	St. Lucia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	0.149	0.170	0.160	0.173	0.220	0.249	0.296	0.327	0.373	0.422	0.494	0.524	0.576	0.584	0.612	0.653	0.675	0.688	0.749	0.787	0.803	0.779	0.788	0.870	0.936	0.997	1.134	1.277	1.282	1.263	1.382	1.438	1.437	1.490	1.552	1.649	1.675	1.717	1.779	1.845	1.900	1.955	2.014	2016
VCT	St. Vincent and the Grenadines	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016. Estimates. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2006. Nominal GDP is measured at market prices and real GDP is measured at factor cost, hence the GDP deflator is not equal to 100. Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2017	0.222	0.276	0.307	0.330	0.365	0.393	0.434	0.474	0.542	0.580	0.649	0.688	0.750	0.773	0.781	0.853	0.895	0.939	1.009	1.055	1.070	1.161	1.247	1.301	1.409	1.487	1.650	1.760	1.878	1.822	1.839	1.826	1.871	1.947	1.963	2.039	2.079	2.201	2.296	2.402	2.511	2.625	2.740	2016
VCT	St. Vincent and the Grenadines	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	0.082	0.102	0.114	0.122	0.135	0.146	0.161	0.176	0.201	0.215	0.240	0.255	0.278	0.286	0.289	0.316	0.331	0.348	0.374	0.391	0.396	0.430	0.462	0.482	0.522	0.551	0.611	0.652	0.695	0.675	0.681	0.676	0.693	0.721	0.727	0.755	0.770	0.815	0.850	0.890	0.930	0.972	1.015	2016
SDN	Sudan	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Central Bureau of Statistics. Latest actual data: 2010. Almost no progress, even substantial delay regarding the regular production of national accounts data, has been observed. At present, the last published national accounts data are for 2010 GDP, and the dissemination of 2011?12 GDP is planned for January 2016. National accounts manual used: Other GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2007. Fiscal year and calendar year are the same. Chain-weighted: No Primary domestic currency: Sudanese pound Data last updated: 08/2017	0.005	0.006	0.007	0.009	0.011	0.014	0.020	0.036	0.047	0.083	0.110	0.193	0.329	0.910	1.880	4.233	11.407	18.503	22.708	26.962	31.515	34.103	38.976	46.051	55.338	64.613	77.785	92.534	113.969	122.314	151.324	179.250	223.836	311.603	407.782	491.289	573.579	771.070	941.096	1,120.128	1,312.581	1,539.039	1,792.127	2010
SDN	Sudan	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	9.902	7.109	5.169	7.060	8.701	6.039	8.056	13.025	10.398	18.347	2.444	2.752	3.375	5.712	6.490	7.288	9.120	11.742	11.308	10.676	12.257	13.182	14.803	17.645	21.457	26.524	35.820	45.897	54.526	53.145	65.622	67.220	62.647	65.507	71.081	81.444	91.240	118.979	145.215	172.841	202.537	237.480	276.533	2010
SUR	Suriname	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. IMF Staff reports, National Statistical Office, and IMF staff estimates. Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: No Primary domestic currency: Surinamese dollar Data last updated: 09/2017	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.003	0.003	0.004	0.005	0.006	0.008	0.020	0.109	0.410	0.462	0.496	0.596	1.019	1.674	2.374	3.230	4.200	5.105	6.106	7.206	8.061	9.698	10.638	11.993	14.452	16.434	16.981	17.294	16.669	22.580	27.529	30.732	35.009	38.104	41.038	44.111	2015
SUR	Suriname	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	1.192	1.333	1.372	1.325	1.296	1.309	1.336	1.469	1.741	2.034	0.539	0.594	0.551	0.434	0.488	0.927	1.153	1.235	1.483	1.222	1.266	1.090	1.376	1.615	1.868	2.235	2.626	2.936	3.533	3.876	4.368	4.422	4.980	5.146	5.241	4.879	3.625	3.665	4.008	4.378	4.542	4.691	4.879	2015
SWZ	Swaziland	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2011 Chain-weighted: No Primary domestic currency: Swaziland lilangeni Data last updated: 08/2017	0.890	1.004	1.186	1.320	1.473	1.591	1.757	2.093	2.358	2.741	3.182	3.568	4.113	4.832	5.709	7.075	7.985	9.151	10.142	11.065	12.465	13.780	15.525	17.142	18.443	20.642	22.680	24.874	27.695	30.775	32.935	35.379	39.035	42.659	46.646	50.109	55.698	58.837	61.129	64.004	67.835	72.442	77.382	2015
SWZ	Swaziland	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	1.142	1.144	1.092	1.184	0.998	0.714	0.770	1.028	1.038	1.045	1.230	1.292	1.442	1.479	1.608	1.951	1.858	1.986	1.833	1.810	1.797	1.602	1.476	2.266	2.859	3.245	3.351	3.526	3.356	3.648	4.498	4.878	4.755	4.420	4.301	3.929	3.786	4.030	4.019	4.053	4.139	4.251	4.363	2015
SWE	Sweden	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. In June 2010, the authorities performed a major revision of historical time series data 1993-2009 which involved the introduction of new methods, improved source data and a further adjustment to recommendations from the European Union Latest actual data: 2016 National accounts manual used: ESA2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: Yes, from 1993 Primary domestic currency: Swedish krona Data last updated: 08/2017	584.413	638.634	699.524	784.825	881.974	959.717	1,049.286	1,135.409	1,241.401	1,373.535	1,514.857	1,624.458	1,627.077	1,634.131	1,744.433	1,883.562	1,932.025	2,019.261	2,121.037	2,237.854	2,380.358	2,478.130	2,569.876	2,677.446	2,805.115	2,907.352	3,099.081	3,297.053	3,387.599	3,288.509	3,519.994	3,656.577	3,684.800	3,769.909	3,936.840	4,181.103	4,375.176	4,611.868	4,796.358	4,978.623	5,172.409	5,372.966	5,574.608	2016
SWE	Sweden	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	138.184	126.151	111.393	102.366	106.633	111.569	147.316	179.090	202.623	213.079	255.950	268.677	279.568	209.982	226.113	264.089	288.134	264.510	266.829	270.735	259.839	239.957	263.940	331.109	381.743	389.043	420.017	487.818	513.966	429.656	488.378	563.110	543.881	578.742	573.818	495.694	511.000	541.889	594.978	622.724	650.920	680.004	710.809	2016
CHE	Switzerland	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980 Primary domestic currency: Swiss franc Data last updated: 09/2017	199.332	213.916	226.537	233.588	249.699	264.826	277.841	288.373	306.364	330.804	358.427	374.555	381.897	390.354	400.290	405.239	408.177	415.853	427.437	435.182	459.774	470.280	469.975	475.600	489.569	508.951	540.520	576.390	599.782	589.414	608.255	621.348	626.179	638.365	649.788	653.604	659.162	666.881	682.577	698.975	717.026	735.867	755.389	2016
CHE	Switzerland	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	118.954	108.939	111.600	111.286	106.284	107.831	154.504	193.428	209.399	202.257	258.056	261.261	271.687	264.208	292.721	342.801	330.277	286.581	294.852	289.715	272.284	278.720	301.573	353.243	393.720	408.786	431.120	480.210	555.138	542.955	583.231	699.684	667.793	688.707	709.259	679.153	669.038	680.645	708.796	729.372	749.732	769.236	788.908	2016
SYR	Syria	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Central Bureau of Statistics. Latest actual data: 2010 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Syrian pound Data last updated: 09/2017	51.270	65.777	68.788	73.291	75.342	83.225	99.933	127.712	186.047	208.892	268.328	311.564	371.630	413.755	506.101	570.975	690.857	745.569	790.444	819.092	947.130	1,010.152	1,118.106	1,074.163	1,266.891	1,506.440	1,726.404	2,020.838	2,448.060	2,520.705	2,791.775	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2010
